Source,Station,Latitude,Longitude,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos,Chlorophyll_Sign,Chlorophyll
DWR_EMP,MD10A,38.04226,-121.4199,2015-08-25,2015-08-25 13:45:00,=,0.01,=,0.04,=,0.04,=,6.38
DWR_EMP,MD10A,38.04226,-121.4199,2015-09-21,2015-09-21 10:35:00,<,0.01,<,0.01,=,0.04,=,9.61
DWR_EMP,MD10A,38.04226,-121.4199,2015-10-20,2015-10-20 10:35:00,=,0.04,=,0.1,=,0.06,=,3.55
DWR_EMP,MD10A,38.04226,-121.4199,2015-11-03,2015-11-03 11:20:00,=,0.02,=,0.23,=,0.08,=,1.95
DWR_EMP,MD10A,38.04226,-121.4199,2015-12-03,2015-12-03 11:22:00,=,0.02,=,0.31,=,0.02,=,7.08
DWR_EMP,MD10A,38.04226,-121.4199,2016-01-05,2016-01-05 14:40:00,=,0.06,=,0.64,=,0.04,=,1.05
DWR_EMP,MD10A,38.04226,-121.4199,2016-02-02,2016-02-02 12:10:00,=,0.11,=,1.02,=,0.11,=,0.51
DWR_EMP,MD10A,38.04226,-121.4199,2016-03-03,2016-03-03 12:07:00,=,0.04,=,0.52,=,0.05,=,1.7
DWR_EMP,MD10A,38.04226,-121.4199,2016-04-14,2016-04-14 10:10:00,=,0.05,=,0.16,=,0.07,=,2.32
DWR_EMP,MD10A,38.04226,-121.4199,2016-05-12,2016-05-12 08:55:00,=,0.02,=,0.15,=,0.08,=,4.58
DWR_EMP,MD10A,38.04226,-121.4199,2016-06-10,2016-06-10 07:50:00,=,0.03,=,0.12,=,0.12,=,5.44
DWR_EMP,MD10A,38.04226,-121.4199,2016-07-12,2016-07-12 11:10:00,=,0.02,=,0.01,=,0.04,=,40.19
DWR_EMP,MD10A,38.04226,-121.4199,2016-08-09,2016-08-09 09:50:00,=,0.02,=,0.04,=,0.04,=,12.04
DWR_EMP,MD10A,38.04226,-121.4199,2016-09-09,2016-09-09 12:00:00,=,0.01,=,0.07,=,0.07,=,3.71
DWR_EMP,MD10A,38.04226,-121.4199,2016-10-21,2016-10-21 09:50:00,=,0.03,=,0.2,=,0.08,=,1
DWR_EMP,MD10A,38.04226,-121.4199,2016-11-04,2016-11-04 09:00:00,=,0.03,=,0.34,=,0.08,=,1.26
DWR_EMP,MD10A,38.04226,-121.4199,2016-12-08,2016-12-08 12:51:00,=,0.02,=,0.38,=,0.05,=,1.35
DWR_EMP,MD10A,38.04226,-121.4199,2017-01-06,2017-01-06 10:15:00,=,0.15,=,0.7,=,0.25,=,2.49
DWR_EMP,MD10A,38.04226,-121.4199,2017-02-07,2017-02-07 12:30:00,=,0.07,=,1.03,=,0.13,=,1.24
DWR_EMP,MD10A,38.04226,-121.4199,2017-03-07,2017-03-07 10:35:00,=,0.04,=,0.75,=,0.13,=,1.41
DWR_EMP,MD10A,38.04226,-121.4199,2017-04-04,2017-04-04 11:10:00,=,0.03,=,0.28,=,0.1,=,2.84
DWR_EMP,MD10A,38.04226,-121.4199,2017-05-18,2017-05-18 09:20:00,=,0.02,=,0.08,=,0.12,=,2.54
DWR_EMP,MD10A,38.04226,-121.4199,2017-06-16,2017-06-16 09:15:00,=,0.02,=,0.08,=,0.11,=,2.74
DWR_EMP,MD10A,38.04226,-121.4199,2017-07-17,2017-07-17 11:10:00,=,0.02,=,0.03,=,0.06,=,14.35
DWR_EMP,MD10A,38.04226,-121.4199,2017-08-15,2017-08-15 10:45:00,=,0.03,=,0.05,=,0.05,=,11.06
DWR_EMP,MD10A,38.04226,-121.4199,2017-09-13,2017-09-13 11:00:00,=,0.02,=,0.08,=,0.06,=,7.65
DWR_EMP,MD10A,38.04226,-121.4199,2017-10-11,2017-10-11 09:50:00,=,0.02,=,0.08,=,0.05,=,4.1
DWR_EMP,MD10A,38.04226,-121.4199,2017-11-14,2017-11-14 12:00:00,=,0.06,=,0.6,=,0.07,=,2.14
DWR_EMP,MD10A,38.04226,-121.4199,2017-12-12,2017-12-12 13:00:00,=,0.04,=,0.45,=,0.05,=,0.7
DWR_EMP,MD10A,38.04226,-121.4199,2018-01-09,2018-01-09 11:40:00,=,0.05,=,0.52,=,0.06,=,2.25
DWR_EMP,MD10A,38.04226,-121.4199,2018-02-07,2018-02-07 10:50:00,=,0.03,=,0.76,=,0.07,=,1.25
DWR_EMP,MD10A,38.04226,-121.4199,2018-03-13,2018-03-13 14:20:00,=,0.03,=,0.55,=,0.04,=,1.58
DWR_EMP,MD10A,38.04226,-121.4199,2018-04-10,2018-04-10 12:35:00,=,0.08,=,0.43,=,0.17,=,2.37
DWR_EMP,MD10A,38.04226,-121.4199,2018-05-09,2018-05-09 11:10:00,<,0.01,=,0.06,=,0.08,=,4.99
DWR_EMP,MD10A,38.04226,-121.4199,2018-06-07,2018-06-07 10:45:00,=,0.02,=,0.1,=,0.1,=,2.62
DWR_EMP,MD10A,38.04226,-121.4199,2018-07-09,2018-07-09 14:15:00,=,0.06,=,0.14,=,0.07,=,9.47
DWR_EMP,MD10A,38.04226,-121.4199,2018-08-06,2018-08-06 12:45:00,=,0.062,<,0.01,=,0.04,=,22.9
DWR_EMP,MD10A,38.04226,-121.4199,2018-09-17,2018-09-17 11:40:00,=,0.01,=,0.06,=,0.067,=,3.9
DWR_EMP,MD10A,38.04226,-121.4199,2018-10-16,2018-10-16 11:35:00,=,0.03,=,0.161,=,0.06,=,2.22
DWR_EMP,MD10A,38.04226,-121.4199,2018-11-27,2018-11-27 09:35:00,=,0.052,=,0.441,=,0.059,=,1.42
DWR_EMP,MD10A,38.04226,-121.4199,2018-12-13,2018-12-13 11:10:00,=,0.054,=,0.575,=,0.077,=,NA
DWR_EMP,MD10A,38.04226,-121.4199,2019-01-15,2019-01-15 12:30:00,=,0.106,=,0.96,=,0.143,=,0.62
DWR_EMP,MD10A,38.04226,-121.4199,2019-02-15,2019-02-15 13:00:00,=,0.21,=,0.94,=,0.246,=,1.01
DWR_EMP,MD10A,38.04226,-121.4199,2019-03-14,2019-03-14 10:00:00,<,0.05,=,0.73,=,0.151,=,1.26
DWR_EMP,MD10A,38.04226,-121.4199,2019-04-12,2019-04-12 09:30:00,<,0.05,=,0.08,=,0.066,=,1.89
DWR_EMP,MD10A,38.04226,-121.4199,2019-05-13,2019-05-13 11:35:00,<,0.05,<,0.05,=,0.095,=,1.19
DWR_EMP,MD10A,38.04226,-121.4199,2019-06-10,2019-06-10 10:25:00,<,0.05,<,0.05,=,0.096,=,2.49
DWR_EMP,MD10A,38.04226,-121.4199,2019-07-10,2019-07-10 11:45:00,<,0.05,=,0.064,=,0.052,=,4.26
DWR_EMP,MD10A,38.04226,-121.4199,2019-08-07,2019-08-07 09:45:00,<,0.05,=,0.071,=,0.069,=,2.91
DWR_EMP,MD10A,38.04226,-121.4199,2019-09-05,2019-09-05 10:10:00,<,0.05,=,0.061,=,0.065,=,2.65
DWR_EMP,MD10A,38.04226,-121.4199,2019-10-04,2019-10-04 10:30:00,= (unreliable),NA,=,NA,=,NA,=,1.34
DWR_EMP,MD10A,38.04226,-121.4199,2019-11-05,2019-11-05 13:40:00,= (unreliable),NA,=,0.26,=,0.043,=,1.23
DWR_EMP,MD10A,38.04226,-121.4199,2019-12-04,2019-12-04 13:50:00,=,0.16,=,0.64,=,0.075,=,0.82
DWR_EMP,MD10A,38.04226,-121.4199,2020-01-16,2020-01-16 10:20:00,= (unreliable),NA,=,0.74,=,0.072,=,NA
DWR_EMP,MD10A,38.04226,-121.4199,2020-02-14,2020-02-14 09:30:00,= (unreliable),NA,=,0.64,=,0.069,=,0.93
DWR_EMP,MD10A,38.04226,-121.4199,2020-03-03,2020-03-03 10:30:00,= (unreliable),NA,=,0.43,=,0.038,=,0.98
DWR_EMP,MD10A,38.04226,-121.4199,2020-06-11,2020-06-11 08:00:00,<,0.05,=,0.2,=,0.082,=,1.59
DWR_EMP,MD10A,38.04226,-121.4199,2020-07-13,2020-07-13 10:40:00,<,0.05,=,0.09,=,0.058,=,3.14
DWR_EMP,MD10A,38.04226,-121.4199,2020-08-11,2020-08-11 10:00:00,<,0.05,=,0.05,=,0.051,=,3.27
DWR_EMP,MD10A,38.04226,-121.4199,2020-09-09,2020-09-09 09:00:00,<,0.05,=,0.08,=,0.052,=,2.77
DWR_EMP,MD10A,38.04226,-121.4199,2020-10-08,2020-10-08 10:30:00,<,0.05,=,0.08,=,0.05,=,1.7
DWR_EMP,MD10A,38.04226,-121.4199,2020-11-06,2020-11-06 10:15:00,<,0.05,=,0.35,=,0.067,=,1.16
DWR_EMP,NZ068,38.14272,-121.6895,2017-05-19,2017-05-19 11:20:00,=,0.09,=,0.11,=,0.04,=,1.42
DWR_EMP,NZ068,38.14272,-121.6895,2017-06-14,2017-06-14 08:25:00,=,0.15,=,0.16,=,0.04,=,2.14
DWR_EMP,NZ068,38.14272,-121.6895,2017-07-13,2017-07-13 08:30:00,=,0.11,=,0.28,=,0.04,=,10.58
DWR_EMP,NZ068,38.14272,-121.6895,2017-08-10,2017-08-10 08:00:00,=,0.14,=,1.4,=,0.06,=,3.53
DWR_EMP,NZ068,38.14272,-121.6895,2017-09-11,2017-09-11 10:00:00,=,0.16,=,0.19,=,0.06,=,2.45
DWR_EMP,NZ068,38.14272,-121.6895,2017-10-09,2017-10-09 08:40:00,=,0.16,=,0.2,=,0.05,=,1.91
DWR_EMP,NZ068,38.14272,-121.6895,2017-11-09,2017-11-09 11:00:00,=,0.21,=,0.39,=,0.08,=,1.22
DWR_EMP,NZ068,38.14272,-121.6895,2017-12-08,2017-12-08 10:25:00,=,0.23,=,0.36,=,0.06,=,1.18
DWR_EMP,NZ068,38.14272,-121.6895,2018-01-05,2018-01-05 10:35:00,=,0.27,=,0.33,=,0.06,=,1.71
DWR_EMP,NZ068,38.14272,-121.6895,2018-02-05,2018-02-05 09:30:00,=,0.21,=,0.39,=,0.06,=,1.45
DWR_EMP,NZ068,38.14272,-121.6895,2018-03-09,2018-03-09 11:10:00,=,0.27,=,0.35,=,0.06,=,1.54
DWR_EMP,NZ068,38.14272,-121.6895,2018-04-06,2018-04-06 08:50:00,=,0.12,=,0.16,=,0.04,=,1.96
DWR_EMP,NZ068,38.14272,-121.6895,2018-05-10,2018-05-10 13:40:00,=,0.24,=,0.26,=,0.07,=,2.32
DWR_EMP,NZ068,38.14272,-121.6895,2018-06-05,2018-06-05 08:40:00,=,0.15,=,0.25,=,0.08,=,1.74
DWR_EMP,NZ068,38.14272,-121.6895,2018-07-18,2018-07-18 09:15:00,=,0.15,=,0.24,=,0.07,=,3.96
DWR_EMP,NZ068,38.14272,-121.6895,2018-08-02,2018-08-02 08:35:00,=,0.15,=,0.21,=,0.07,=,2.89
DWR_EMP,NZ068,38.14272,-121.6895,2018-09-13,2018-09-13 08:35:00,=,0.13,=,0.21,=,0.07,=,1.63
DWR_EMP,NZ068,38.14272,-121.6895,2018-10-12,2018-10-12 09:25:00,=,0.123,=,0.313,=,0.083,=,1.07
DWR_EMP,NZ068,38.14272,-121.6895,2018-11-20,2018-11-20 15:35:00,=,0.222,=,0.509,=,0.088,=,1.12
DWR_EMP,NZ068,38.14272,-121.6895,2018-12-11,2018-12-11 10:40:00,=,0.227,=,0.583,=,0.089,=,0.55
DWR_EMP,NZ068,38.14272,-121.6895,2019-01-10,2019-01-10 11:55:00,=,0.21,=,0.497,=,0.079,=,2.86
DWR_EMP,NZ068,38.14272,-121.6895,2019-02-12,2019-02-12 11:00:00,=,0.12,=,0.39,=,0.064,=,1.58
DWR_EMP,NZ068,38.14272,-121.6895,2019-03-12,2019-03-12 08:55:00,=,0.06,=,0.23,<,0.05,=,2.35
DWR_EMP,NZ068,38.14272,-121.6895,2019-04-10,2019-04-10 08:40:00,=,0.062,=,0.15,<,0.05,=,3.13
DWR_EMP,NZ068,38.14272,-121.6895,2019-05-09,2019-05-09 07:45:00,=,0.12,=,0.14,<,0.05,=,0.89
DWR_EMP,NZ068,38.14272,-121.6895,2019-06-11,2019-06-11 14:05:00,=,0.07,=,0.14,<,0.05,=,0.93
DWR_EMP,NZ068,38.14272,-121.6895,2019-07-08,2019-07-08 09:45:00,=,0.137,=,0.22,=,0.05,=,0.61
DWR_EMP,NZ068,38.14272,-121.6895,2019-08-08,2019-08-08 13:35:00,=,0.125,=,0.193,=,0.06,=,2.28
DWR_EMP,NZ068,38.14272,-121.6895,2019-09-06,2019-09-06 12:50:00,=,0.13,=,0.183,=,0.05,=,1.03
DWR_EMP,NZ068,38.14272,-121.6895,2019-10-07,2019-10-07 15:00:00,=,0.15,=,0.19,=,0.11,=,1.04
DWR_EMP,NZ068,38.14272,-121.6895,2019-11-06,2019-11-06 15:10:00,=,0.31,=,0.32,=,0.15,=,1.22
DWR_EMP,NZ068,38.14272,-121.6895,2019-12-05,2019-12-05 14:05:00,=,0.32,=,0.29,=,0.067,=,0.73
DWR_EMP,NZ068,38.14272,-121.6895,2020-01-17,2020-01-17 11:50:00,=,0.18,=,0.31,=,0.057,=,1
DWR_EMP,NZ068,38.14272,-121.6895,2020-02-18,2020-02-18 14:55:00,=,0.27,=,0.36,=,0.061,=,0.89
DWR_EMP,NZ068,38.14272,-121.6895,2020-03-04,2020-03-04 13:10:00,=,0.3,=,0.26,=,0.057,=,0.71
DWR_EMP,NZ068,38.14272,-121.6895,2020-06-15,2020-06-15 14:35:00,=,0.15,=,0.26,=,0.08,=,1.75
DWR_EMP,NZ068,38.14272,-121.6895,2020-07-14,2020-07-14 13:45:00,=,0.1,=,0.189,=,0.059,=,2.49
DWR_EMP,NZ068,38.14272,-121.6895,2020-08-12,2020-08-12 13:25:00,=,0.1,=,0.19,=,0.064,=,2.26
DWR_EMP,NZ068,38.14272,-121.6895,2020-09-10,2020-09-10 11:30:00,=,0.112,=,0.23,=,0.083,=,1.18
DWR_EMP,NZ068,38.14272,-121.6895,2020-10-09,2020-10-09 13:45:00,=,0.062,=,0.28,=,0.087,=,2.78
DWR_EMP,NZ068,38.14272,-121.6895,2020-11-09,2020-11-09 13:50:00,=,0.1,=,0.27,=,0.086,=,1.89
DWR_EMP,P8,37.97817,-121.3823,2014-01-09,2014-01-09 13:00:00,=,0.15,=,3.16,=,0.23,=,1.85
DWR_EMP,P8,37.97817,-121.3823,2014-02-06,2014-02-06 11:30:00,=,0.15,=,3.94,=,0.32,=,1.51
DWR_EMP,P8,37.97817,-121.3823,2014-03-07,2014-03-07 10:25:00,=,0.09,=,3.68,=,0.32,=,2.01
DWR_EMP,P8,37.97817,-121.3823,2014-04-08,2014-04-08 12:30:00,=,0.06,=,3.27,=,0.29,=,2.7
DWR_EMP,P8,37.97817,-121.3823,2014-05-08,2014-05-08 12:45:00,=,0.03,=,0.53,=,0.08,=,2.48
DWR_EMP,P8,37.97817,-121.3823,2014-06-05,2014-06-05 10:45:00,<,0.01,=,0.63,=,0.14,=,2.02
DWR_EMP,P8,37.97817,-121.3823,2014-07-03,2014-07-03 09:50:00,=,0.02,=,0.78,=,0.21,=,7.06
DWR_EMP,P8,37.97817,-121.3823,2014-08-18,2014-08-18 13:10:00,=,0.02,=,0.78,=,0.28,=,6.84
DWR_EMP,P8,37.97817,-121.3823,2014-09-16,2014-09-16 12:40:00,=,0.05,=,0.97,=,0.35,=,6.62
DWR_EMP,P8,37.97817,-121.3823,2014-10-02,2014-10-02 13:00:00,=,0.09,=,1.69,=,0.42,=,5.51
DWR_EMP,P8,37.97817,-121.3823,2014-11-13,2014-11-13 12:20:00,=,0.11,=,1.22,=,0.15,=,2.76
DWR_EMP,P8,37.97817,-121.3823,2014-12-16,2014-12-16 14:35:00,=,0.15,=,3.08,=,0.38,=,1.11
DWR_EMP,P8,37.97817,-121.3823,2015-01-15,2015-01-15 14:15:00,=,0.15,=,2.73,=,0.37,=,1.03
DWR_EMP,P8,37.97817,-121.3823,2015-02-12,2015-02-12 11:50:00,=,0.15,=,4.57,=,0.48,=,1.79
DWR_EMP,P8,37.97817,-121.3823,2015-03-12,2015-03-12 10:40:00,=,0.06,=,2.47,=,0.26,=,3.18
DWR_EMP,P8,37.97817,-121.3823,2015-04-10,2015-04-10 09:50:00,=,0.07,=,3.17,=,0.3,=,5.14
DWR_EMP,P8,37.97817,-121.3823,2015-05-12,2015-05-12 13:05:00,=,0.12,=,1.32,=,0.23,=,3.4
DWR_EMP,P8,37.97817,-121.3823,2015-06-09,2015-06-09 11:05:00,=,0.04,=,1.04,=,0.19,=,1.78
DWR_EMP,P8,37.97817,-121.3823,2015-07-09,2015-07-09 11:30:00,=,0.06,=,1.32,=,0.32,=,4.66
DWR_EMP,P8,37.97817,-121.3823,2015-08-25,2015-08-25 14:15:00,=,0.06,=,1.17,=,0.35,=,5.23
DWR_EMP,P8,37.97817,-121.3823,2015-09-21,2015-09-21 11:40:00,=,0.1,=,1.68,=,0.35,=,5.19
DWR_EMP,P8,37.97817,-121.3823,2015-10-20,2015-10-20 12:00:00,=,0.06,=,1.76,=,0.42,=,3.02
DWR_EMP,P8,37.97817,-121.3823,2015-11-03,2015-11-03 12:45:00,=,0.06,=,1.2,=,0.27,=,1.75
DWR_EMP,P8,37.97817,-121.3823,2015-12-03,2015-12-03 12:45:00,=,0.07,=,1.48,=,0.15,=,5.66
DWR_EMP,P8,37.97817,-121.3823,2016-01-05,2016-01-05 16:03:00,=,0.12,=,2.31,=,0.2,=,1.06
DWR_EMP,P8,37.97817,-121.3823,2016-02-02,2016-02-02 13:35:00,=,0.2,=,1.46,=,0.2,=,0.96
DWR_EMP,P8,37.97817,-121.3823,2016-03-03,2016-03-03 13:25:00,=,0.06,=,1.7,=,0.18,=,2.16
DWR_EMP,P8,37.97817,-121.3823,2016-04-14,2016-04-14 11:45:00,=,0.21,=,0.92,=,0.18,=,4.39
DWR_EMP,P8,37.97817,-121.3823,2016-05-12,2016-05-12 10:15:00,=,0.07,=,0.75,=,0.12,=,3.26
DWR_EMP,P8,37.97817,-121.3823,2016-06-10,2016-06-10 09:00:00,=,0.07,=,0.69,=,0.18,=,3.9
DWR_EMP,P8,37.97817,-121.3823,2016-07-12,2016-07-12 12:10:00,=,0.04,=,0.33,=,0.13,=,11.92
DWR_EMP,P8,37.97817,-121.3823,2016-08-09,2016-08-09 11:05:00,=,0.04,=,0.2,=,0.02,=,7.93
DWR_EMP,P8,37.97817,-121.3823,2016-09-09,2016-09-09 13:10:00,=,0.03,=,0.14,=,0.09,=,5.6
DWR_EMP,P8,37.97817,-121.3823,2016-10-21,2016-10-21 11:05:00,=,0.1,=,2.1,=,0.42,=,7.47
DWR_EMP,P8,37.97817,-121.3823,2016-11-04,2016-11-04 10:00:00,=,0.09,=,1.12,=,0.27,=,1.27
DWR_EMP,P8,37.97817,-121.3823,2016-12-08,2016-12-08 13:55:00,=,0.04,=,0.97,=,0.15,=,1.14
DWR_EMP,P8,37.97817,-121.3823,2017-01-06,2017-01-06 11:35:00,=,0.22,=,2.17,=,0.33,=,2.3
DWR_EMP,P8,37.97817,-121.3823,2017-02-07,2017-02-07 14:25:00,=,0.06,=,0.67,=,0.09,=,4.17
DWR_EMP,P8,37.97817,-121.3823,2017-03-07,2017-03-07 11:55:00,=,0.02,=,0.43,=,0.08,=,4.24
DWR_EMP,P8,37.97817,-121.3823,2017-04-04,2017-04-04 12:30:00,=,0.02,=,0.36,=,0.08,=,5.66
DWR_EMP,P8,37.97817,-121.3823,2017-05-18,2017-05-18 10:40:00,=,0.02,=,0.24,=,0.06,=,4.69
DWR_EMP,P8,37.97817,-121.3823,2017-06-16,2017-06-16 10:40:00,=,0.04,=,0.23,=,0.06,=,2.74
DWR_EMP,P8,37.97817,-121.3823,2017-07-17,2017-07-17 12:25:00,=,0.08,=,0.52,=,0.12,=,13.28
DWR_EMP,P8,37.97817,-121.3823,2017-08-15,2017-08-15 12:00:00,=,0.02,=,0.54,=,0.13,=,11.29
DWR_EMP,P8,37.97817,-121.3823,2017-09-13,2017-09-13 12:20:00,=,0.07,=,1.04,=,0.16,=,3.38
DWR_EMP,P8,37.97817,-121.3823,2017-10-11,2017-10-11 11:25:00,=,0.09,=,1.92,=,0.27,=,1.61
DWR_EMP,P8,37.97817,-121.3823,2017-11-14,2017-11-14 13:20:00,=,0.06,=,1.35,=,0.13,=,1.28
DWR_EMP,P8,37.97817,-121.3823,2017-12-12,2017-12-12 14:10:00,=,0.09,=,1.74,=,0.22,=,0.65
DWR_EMP,P8,37.97817,-121.3823,2018-01-09,2018-01-09 13:00:00,=,0.09,=,1.78,=,0.23,=,1.07
DWR_EMP,P8,37.97817,-121.3823,2018-02-07,2018-02-07 12:10:00,=,0.08,=,2.3,=,0.27,=,0.91
DWR_EMP,P8,37.97817,-121.3823,2018-03-13,2018-03-13 15:30:00,=,0.06,=,1.89,=,0.17,=,1.56
DWR_EMP,P8,37.97817,-121.3823,2018-04-10,2018-04-10 13:55:00,=,0.08,=,0.53,=,0.13,=,3.06
DWR_EMP,P8,37.97817,-121.3823,2018-05-09,2018-05-09 12:25:00,=,0.03,=,0.42,=,0.1,=,5
DWR_EMP,P8,37.97817,-121.3823,2018-06-07,2018-06-07 12:00:00,=,0.03,=,0.86,=,0.16,=,3.93
DWR_EMP,P8,37.97817,-121.3823,2018-07-09,2018-07-09 15:30:00,=,0.02,=,1.09,=,0.23,=,7.22
DWR_EMP,P8,37.97817,-121.3823,2018-08-06,2018-08-06 14:00:00,=,0.063,=,0.7,=,0.216,=,4.31
DWR_EMP,P8,37.97817,-121.3823,2018-09-17,2018-09-17 12:50:00,=,0.07,=,1.14,=,0.356,=,2.6
DWR_EMP,P8,37.97817,-121.3823,2018-10-16,2018-10-16 12:50:00,=,0.07,=,2.44,=,0.35,=,2.46
DWR_EMP,P8,37.97817,-121.3823,2018-11-27,2018-11-27 10:30:00,=,0.117,=,2.03,=,0.27,=,1.1
DWR_EMP,P8,37.97817,-121.3823,2018-12-13,2018-12-13 12:05:00,=,0.165,=,2.45,=,0.303,=,0.76
DWR_EMP,P8,37.97817,-121.3823,2019-01-15,2019-01-15 14:00:00,=,0.2,=,3.6,=,0.329,=,0.84
DWR_EMP,P8,37.97817,-121.3823,2019-02-15,2019-02-15 14:15:00,=,0.09,=,1.03,=,0.12,=,2.29
DWR_EMP,P8,37.97817,-121.3823,2019-03-14,2019-03-14 11:15:00,<,0.05,=,0.54,=,0.075,=,2.6
DWR_EMP,P8,37.97817,-121.3823,2019-04-12,2019-04-12 11:00:00,<,0.05,=,0.42,=,0.072,=,1.59
DWR_EMP,P8,37.97817,-121.3823,2019-05-13,2019-05-13 12:50:00,<,0.05,=,0.36,=,0.075,=,1.03
DWR_EMP,P8,37.97817,-121.3823,2019-06-10,2019-06-10 11:45:00,<,0.05,=,0.18,=,0.089,=,2.85
DWR_EMP,P8,37.97817,-121.3823,2019-07-10,2019-07-10 13:10:00,=,0.057,=,0.63,=,0.106,=,4.06
DWR_EMP,P8,37.97817,-121.3823,2019-08-07,2019-08-07 11:00:00,<,0.05,=,0.595,=,0.148,=,3.87
DWR_EMP,P8,37.97817,-121.3823,2019-09-05,2019-09-05 11:25:00,<,0.05,=,0.74,=,0.156,=,10.4
DWR_EMP,P8,37.97817,-121.3823,2019-10-04,2019-10-04 12:00:00,= (unreliable),NA,=,NA,=,NA,=,3.27
DWR_EMP,P8,37.97817,-121.3823,2019-11-05,2019-11-05 14:50:00,= (unreliable),NA,=,1.3,=,0.15,=,3.03
DWR_EMP,P8,37.97817,-121.3823,2019-12-04,2019-12-04 15:05:00,=,0.23,=,2.9,=,0.23,=,1.52
DWR_EMP,P8,37.97817,-121.3823,2020-01-16,2020-01-16 11:50:00,=,0.15,=,2.8,=,0.2,=,0.64
DWR_EMP,P8,37.97817,-121.3823,2020-02-14,2020-02-14 10:40:00,= (unreliable),NA,=,1.7,=,0.13,=,1.46
DWR_EMP,P8,37.97817,-121.3823,2020-03-03,2020-03-03 11:35:00,=,0.11,=,1.6,=,0.14,=,1.4
DWR_EMP,P8,37.97817,-121.3823,2020-06-11,2020-06-11 09:30:00,<,0.05,=,1.07,=,0.177,=,4.73
DWR_EMP,P8,37.97817,-121.3823,2020-07-13,2020-07-13 12:10:00,<,0.05,=,0.71,=,0.171,=,6.4
DWR_EMP,P8,37.97817,-121.3823,2020-08-11,2020-08-11 11:50:00,<,0.05,=,0.96,=,0.251,=,16.51
DWR_EMP,P8,37.97817,-121.3823,2020-09-09,2020-09-09 10:15:00,=,0.062,=,1.82,=,0.474,=,4.4
DWR_EMP,P8,37.97817,-121.3823,2020-10-08,2020-10-08 11:50:00,=,0.05,=,3.25,=,0.456,=,2.81
DWR_EMP,P8,37.97817,-121.3823,2020-11-06,2020-11-06 11:25:00,<,0.05,=,1.95,=,0.208,=,1.99
USGS_SFBS,2,38.063333,-121.851667,2014-01-14,2014-01-14 14:53:00,=,NA,=,NA,=,NA,=,1.9
USGS_SFBS,2,38.063333,-121.851667,2014-02-11,2014-02-11 16:35:00,=,NA,=,NA,=,NA,=,1.5
USGS_SFBS,2,38.063333,-121.851667,2014-03-11,2014-03-11 15:00:00,=,NA,=,NA,=,NA,=,2.8
USGS_SFBS,2,38.063333,-121.851667,2014-04-15,2014-04-15 13:33:00,=,NA,=,NA,=,NA,=,4.9
USGS_SFBS,2,38.063333,-121.851667,2014-05-13,2014-05-13 13:36:00,=,NA,=,NA,=,NA,=,2.7
USGS_SFBS,2,38.063333,-121.851667,2014-06-10,2014-06-10 13:53:00,=,NA,=,NA,=,NA,=,3.4
USGS_SFBS,2,38.063333,-121.851667,2014-07-15,2014-07-15 14:01:00,=,NA,=,NA,=,NA,=,2.5
USGS_SFBS,2,38.063333,-121.851667,2014-08-12,2014-08-12 13:42:00,=,NA,=,NA,=,NA,=,2.5
USGS_SFBS,2,38.063333,-121.851667,2014-09-16,2014-09-16 15:20:00,=,NA,=,NA,=,NA,=,3.9
USGS_SFBS,2,38.063333,-121.851667,2014-10-15,2014-10-15 15:07:00,=,NA,=,NA,=,NA,=,5
USGS_SFBS,2,38.063333,-121.851667,2014-11-18,2014-11-18 16:47:00,=,NA,=,NA,=,NA,=,1.9
USGS_SFBS,2,38.063333,-121.851667,2015-01-22,2015-01-22 06:32:00,=,NA,=,NA,=,NA,=,0.8
USGS_SFBS,2,38.063333,-121.851667,2015-02-18,2015-02-18 15:11:00,=,NA,=,NA,=,NA,=,1.7
USGS_SFBS,2,38.063333,-121.851667,2015-03-17,2015-03-17 14:37:00,=,NA,=,NA,=,NA,=,5.3
USGS_SFBS,2,38.063333,-121.851667,2015-04-21,2015-04-21 14:09:00,=,NA,=,NA,=,NA,=,3.6
USGS_SFBS,2,38.063333,-121.851667,2015-05-19,2015-05-19 13:53:00,=,NA,=,NA,=,NA,=,1.9
USGS_SFBS,2,38.063333,-121.851667,2015-08-26,2015-08-26 09:48:00,=,NA,=,NA,=,NA,=,2
USGS_SFBS,2,38.063333,-121.851667,2015-09-24,2015-09-24 13:41:00,=,NA,=,NA,=,NA,=,1.7
USGS_SFBS,2,38.063333,-121.851667,2015-10-15,2015-10-15 12:50:00,=,NA,=,NA,=,NA,=,2.2
USGS_SFBS,2,38.063333,-121.851667,2015-11-18,2015-11-18 10:32:00,=,NA,=,NA,=,NA,=,1.6
USGS_SFBS,2,38.063333,-121.851667,2016-01-21,2016-01-21 13:39:00,=,NA,=,NA,=,NA,=,2.2
USGS_SFBS,2,38.063333,-121.851667,2016-02-10,2016-02-10 11:02:00,=,NA,=,NA,=,NA,=,1.4
USGS_SFBS,2,38.063333,-121.851667,2016-03-09,2016-03-09 10:27:00,=,NA,=,NA,=,NA,=,3
USGS_SFBS,2,38.063333,-121.851667,2016-04-27,2016-04-27 12:49:00,=,NA,=,NA,=,NA,=,17.1
