BGC_ID,QA_ID,USGS_Project_Name,Site,NWIS_site_no,Date,date_time,lab,Relinquished_Date,toxin,result,method,class,LOD_min,LOD_max,resultNum,Year,Month,DOY,detect_tox
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-WR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-LY,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-LW,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,MC-LF,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Nodularin,N/A,LCMS,Nodularin,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Dihydroanatoxin,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Homoanatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,7-epi-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,7-deoxy-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Saxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total Saxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total Nodularin-R,N/A,LCMS,Nodularin,NA,NA,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,May,5/25/1904,NA
BGC004126,NA,DRMP Cyanotoxins,MDM,11312676,5/25/2021,2021-05-25T12:00:00Z,Zimba,2021-07-06T00:00:00Z,Total Anabaenopeptins,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,May,5/25/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,D-Asp3-Dhb7-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,MC-YR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,MC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Nodularin,N/A,LCMS,Nodularin,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Dihydroanatoxin,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Homoanatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,7-epi-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,7-deoxy-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Saxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004166,NA,CMF HABs Fixed (cyanotoxins),JPT,11337190,3/3/2021,2021-03-03T13:45:00Z,Zimba,2021-03-30T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,D-Asp3-Dhb7-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,MC-YR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,MC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Nodularin,N/A,LCMS,Nodularin,NA,NA,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Dihydroanatoxin,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Homoanatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,7-epi-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,7-deoxy-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Saxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Neosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004167,NA,CMF HABs Fixed (cyanotoxins),DEC/TOL,11455478,3/3/2021,2021-03-03T15:00:00Z,Zimba,2021-03-30T00:00:00Z,Desamidoylneosaxitoxin,N/A,LCMS,Saxitoxins,0.1,0.5,NA,2021,Mar,3/3/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,dMC-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,(Leu)MC-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,dMC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,(Asp3)MC-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LY/E,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,D-Asp3-Dhb7-RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC- RR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-YR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-HtyR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Dha-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,D-Asp3-LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Leu1 LR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-HilR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-WR,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LA,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LY,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LW,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,MC-LF,N/A,LCMS,Microcystins,0.05,0.22,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin B,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin F,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Anabaenopeptin A,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Oscillamide Y,N/A,LCMS,Anabaenopeptins,NA,NA,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Nodularin,N/A,LCMS,Nodularin,NA,NA,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,BMAA,N/A,LCMS,BMAA,0.6,0.6,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Dihydroanatoxin,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Anatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Homoanatoxin-a,N/A,LCMS,Anatoxins,0.09,0.14,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,7-epi-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/2/1904,NA
BGC004168,NA,DRMP Cyanotoxins,MDM,11312676,3/2/2021,2021-03-02T11:15:00Z,Zimba,2021-07-06T00:00:00Z,7-deoxy-Cylindrospermopsin,N/A,LCMS,Cylindrospermopsins,0.1,0.1,NA,2021,Mar,3/2/1904,NA
